Symbol,base_currency,quote_currency,quote_increment,base_increment,display_name,min_market_funds,margin_enabled,post_only,limit_only,cancel_only,status,status_message,trading_disabled,fx_stablecoin,max_slippage_percentage,auction_mode
FORTH-GBP,FORTH,GBP,0.001,0.001,FORTH/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
FORTH-USD,FORTH,USD,0.01,0.001,FORTH/USD,1,False,False,False,False,online,,False,False,0.03000000,False
FOX-USD,FOX,USD,0.0001,0.1,FOX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
FOX-USDT,FOX,USDT,0.0001,0.1,FOX/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
FX-USD,FX,USD,0.0001,0.1,FX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GAL-USD,GAL,USD,0.001,0.001,GAL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GAL-USDT,GAL,USDT,0.001,0.001,GAL/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
GALA-EUR,GALA,EUR,0.0001,1,GALA-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
GALA-USD,GALA,USD,0.00001,1,GALA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GALA-USDT,GALA,USDT,0.00001,1,GALA/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
GFI-USD,GFI,USD,0.01,0.01,GFI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GLM-USD,GLM,USD,0.0001,0.1,GLM/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GMT-USD,GMT,USD,0.001,0.01,GMT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GMT-USDT,GMT,USDT,0.001,0.01,GMT/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
GNO-USD,GNO,USD,0.01,0.0001,GNO/USD,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
GNO-USDT,GNO,USDT,0.01,0.0001,GNO/USDT,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
GNT-USDC,GNT,USDC,0.000001,1,GNT/USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False
GODS-USD,GODS,USD,0.00001,0.01,GODS/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GRT-BTC,GRT,BTC,0.00000001,0.01,GRT/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
GRT-EUR,GRT,EUR,0.0001,0.01,GRT/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
GRT-GBP,GRT,GBP,0.0001,0.01,GRT/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
GRT-USD,GRT,USD,0.0001,0.01,GRT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GST-USD,GST,USD,0.001,0.01,GST/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GTC-USD,GTC,USD,0.01,0.01,GTC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
GUSD-USD,GUSD,USD,0.001,0.01,GUSD/USD,1,False,False,True,False,online,,False,False,0.01000000,False
GYEN-USD,GYEN,USD,0.000001,1,GYEN/USD,1,False,False,True,False,online,,False,True,0.01000000,False
HIGH-USD,HIGH,USD,0.001,0.01,HIGH/USD,1,False,False,False,False,online,,False,False,0.03000000,False
HOPR-USD,HOPR,USD,0.0001,0.1,HOPR/USD,1,False,False,True,False,online,,False,False,0.03000000,False
HOPR-USDT,HOPR,USDT,0.0001,0.1,HOPR/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
ICP-BTC,ICP,BTC,0.0000001,0.0001,ICP/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
ICP-EUR,ICP,EUR,0.01,0.0001,ICP/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
ICP-GBP,ICP,GBP,0.01,0.0001,ICP/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
ICP-USD,ICP,USD,0.001,0.0001,ICP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ICP-USDT,ICP,USDT,0.01,0.0001,ICP/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
IDEX-USD,IDEX,USD,0.0001,0.1,IDEX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
IDEX-USDT,IDEX,USDT,0.0001,0.1,IDEX/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
IMX-USD,IMX,USD,0.0001,0.01,IMX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
IMX-USDT,IMX,USDT,0.0001,0.01,IMX/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
INDEX-USD,INDEX,USD,0.01,0.001,INDEX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
INDEX-USDT,INDEX,USDT,0.01,0.001,INDEX/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
INV-USD,INV,USD,0.01,0.0001,INV/USD,1,False,False,True,False,online,,False,False,0.03000000,False
IOTX-EUR,IOTX,EUR,0.00001,1,IOTX/EUR,0.84,False,False,True,False,online,,False,False,0.03000000,False
IOTX-USD,IOTX,USD,0.00001,1,IOTX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
JASMY-USD,JASMY,USD,0.00001,1,JASMY/USD,1,False,False,False,False,online,,False,False,0.03000000,False
JUP-USD,JUP,USD,0.000001,1,JUP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
KEEP-USD,KEEP,USD,0.0001,0.1,KEEP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
KNC-BTC,KNC,BTC,0.00000001,0.1,KNC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
KNC-USD,KNC,USD,0.0001,0.1,KNC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
KRL-EUR,KRL,EUR,0.0001,0.1,KRL/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
KRL-USD,KRL,USD,0.0001,0.1,KRL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
KRL-USDT,KRL,USDT,0.0001,0.1,KRL/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
KSM-USD,KSM,USD,0.01,0.0001,KSM/USD,1,False,False,True,False,online,,False,False,0.03000000,False
KSM-USDT,KSM,USDT,0.01,0.0001,KSM/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
LCX-EUR,LCX,EUR,0.0001,0.1,LCX/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
LCX-USD,LCX,USD,0.0001,0.1,LCX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LCX-USDT,LCX,USDT,0.0001,0.1,LCX/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
LINK-BTC,LINK,BTC,0.00000001,0.01,LINK/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
LINK-ETH,LINK,ETH,0.00000001,0.01,LINK/ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False
LINK-EUR,LINK,EUR,0.01,0.01,LINK/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
LINK-GBP,LINK,GBP,0.01,0.01,LINK/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
LINK-USD,LINK,USD,0.001,0.01,LINK/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LINK-USDT,LINK,USDT,0.01,0.001,LINK/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
LOOM-USD,LOOM,USD,0.0001,0.1,LOOM/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LOOM-USDC,LOOM,USDC,0.000001,1,LOOM/USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False
LPT-USD,LPT,USD,0.01,0.001,LPT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LQTY-EUR,LQTY,EUR,0.01,0.01,LQTY/EUR,1,False,False,True,False,online,,False,False,0.03000000,False
LQTY-USD,LQTY,USD,0.01,0.01,LQTY/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LQTY-USDT,LQTY,USDT,0.01,0.01,LQTY/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
LRC-BTC,LRC,BTC,0.00000001,1,LRC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
LRC-USD,LRC,USD,0.0001,0.000001,LRC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
LRC-USDT,LRC,USDT,0.0001,0.01,LRC/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
LTC-BTC,LTC,BTC,0.000001,0.00000001,LTC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
LTC-EUR,LTC,EUR,0.01,0.00000001,LTC/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
LTC-GBP,LTC,GBP,0.01,0.00000001,LTC/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
LTC-USD,LTC,USD,0.01,0.00000001,LTC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MANA-BTC,MANA,BTC,0.0000001,0.01,MANA/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
MANA-ETH,MANA,ETH,0.0000001,0.01,MANA/ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False
MANA-EUR,MANA,EUR,0.001,0.01,MANA/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
MANA-USD,MANA,USD,0.0001,0.01,MANA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MANA-USDC,MANA,USDC,0.000001,1,MANA/USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False
MASK-EUR,MASK,EUR,0.01,0.01,MASK/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
MASK-GBP,MASK,GBP,0.001,0.01,MASK/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
MASK-USD,MASK,USD,0.01,0.01,MASK/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MASK-USDT,MASK,USDT,0.01,0.01,MASK/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
MATH-USD,MATH,USD,0.0001,0.1,MATH/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MATH-USDT,MATH,USDT,0.0001,0.1,MATH/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
MATIC-BTC,MATIC,BTC,0.00000001,0.1,MATIC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
MATIC-EUR,MATIC,EUR,0.0001,0.1,MATIC/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
MATIC-GBP,MATIC,GBP,0.0001,0.1,MATIC/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
MATIC-USD,MATIC,USD,0.0001,0.1,MATIC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MATIC-USDT,MATIC,USDT,0.001,0.01,MATIC/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
MCO2-USD,MCO2,USD,0.01,0.01,MCO2/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MCO2-USDT,MCO2,USDT,0.01,0.01,MCO2/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
MDT-USD,MDT,USD,0.00001,1,MDT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MDT-USDT,MDT,USDT,0.00001,1,MDT/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
MEDIA-USD,MEDIA,USD,0.01,0.001,MEDIA/USD,1,False,False,True,False,online,,False,False,0.03000000,False
MEDIA-USDT,MEDIA,USDT,0.01,0.001,MEDIA/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
METIS-USD,METIS,USD,0.01,0.001,METIS/USD,1,False,False,True,False,online,,False,False,0.03000000,False
METIS-USDT,METIS,USDT,0.01,0.001,METIS/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
MINA-EUR,MINA,EUR,0.001,0.001,MINA/EUR,1,False,False,True,False,online,,False,False,0.03000000,False
MINA-USD,MINA,USD,0.001,0.001,MINA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MINA-USDT,MINA,USDT,0.001,0.001,MINA/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
MIR-BTC,MIR,BTC,0.00000001,0.01,MIR/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
MIR-EUR,MIR,EUR,0.001,0.01,MIR/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
MIR-GBP,MIR,GBP,0.001,0.01,MIR/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
MIR-USD,MIR,USD,0.0001,0.01,MIR/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MKR-BTC,MKR,BTC,0.00001,0.000001,MKR/BTC,0.00001,False,False,False,False,online,,False,False,0.03000000,False
MKR-USD,MKR,USD,0.01,0.000001,MKR/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MLN-USD,MLN,USD,0.01,0.001,MLN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MONA-USD,MONA,USD,0.01,0.0001,MONA/USD,1,False,False,True,False,online,,False,False,0.03000000,False
MPL-USD,MPL,USD,0.01,0.001,MPL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
MTL-USD,MTL,USD,0.001,0.01,MTL/USD,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
MTL-USDT,MTL,USDT,0.001,0.01,MTL/USDT,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
MUSD-USD,MUSD,USD,0.0001,0.01,MUSD/USD,1,False,False,True,False,online,,False,True,0.01000000,False
MUSE-USD,MUSE,USD,0.001,0.001,MUSE/USD,1,False,False,False,False,online,,False,False,0.03000000,False
NCT-EUR,NCT,EUR,0.00001,1,NCT/EUR,1,False,False,False,False,online,,False,False,0.03000000,False
NCT-USD,NCT,USD,0.00001,1,NCT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
NCT-USDT,NCT,USDT,0.00001,1,NCT/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
NKN-BTC,NKN,BTC,0.00000001,0.1,NKN/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
NKN-EUR,NKN,EUR,0.0001,0.1,NKN/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
NKN-GBP,NKN,GBP,0.0001,0.1,NKN/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
NKN-USD,NKN,USD,0.0001,0.1,NKN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
NMR-BTC,NMR,BTC,0.0000001,0.001,NMR/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
NMR-EUR,NMR,EUR,0.01,0.001,NMR/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
NMR-GBP,NMR,GBP,0.01,0.001,NMR/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
NMR-USD,NMR,USD,0.01,0.001,NMR/USD,1,False,False,False,False,online,,False,False,0.03000000,False
NU-BTC,NU,BTC,0.00000001,1,NU/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
NU-EUR,NU,EUR,0.0001,0.000001,NU/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
NU-GBP,NU,GBP,0.0001,0.000001,NU/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
NU-USD,NU,USD,0.0001,0.000001,NU/USD,1,False,False,False,False,online,,False,False,0.03000000,False
OGN-BTC,OGN,BTC,0.0000001,0.01,OGN/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
OGN-USD,OGN,USD,0.001,0.01,OGN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
OMG-BTC,OMG,BTC,0.00000001,0.1,OMG/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
OMG-EUR,OMG,EUR,0.01,0.1,OMG/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
OMG-GBP,OMG,GBP,0.001,0.1,OMG/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
OMG-USD,OMG,USD,0.01,0.1,OMG/USD,1,False,False,False,False,online,,False,False,0.03000000,False
OP-USD,OP,USD,0.001,0.01,OP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ORCA-USD,ORCA,USD,0.0001,0.01,ORCA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ORN-BTC,ORN,BTC,0.0000001,0.01,ORN/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
ORN-USD,ORN,USD,0.001,0.01,ORN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ORN-USDT,ORN,USDT,0.001,0.01,ORN/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
OXT-USD,OXT,USD,0.0001,1,OXT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
PAX-USD,PAX,USD,0.0001,0.01,PAX/USD,1,False,False,False,False,online,,False,True,0.01000000,False
PAX-USDT,PAX,USDT,0.0001,0.01,PAX/USDT,1,False,False,False,False,online,,False,True,0.01000000,False
PERP-EUR,PERP,EUR,0.0001,0.001,PERP/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
PERP-USD,PERP,USD,0.0001,0.001,PERP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
PERP-USDT,PERP,USDT,0.0001,0.001,PERP/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
PLA-USD,PLA,USD,0.0001,0.1,PLA/USD,1,False,False,False,False,online,,False,False,0.03000000,False
PLU-USD,PLU,USD,0.01,0.01,PLU/USD,1,False,False,False,False,online,,False,False,0.03000000,False
POLS-USD,POLS,USD,0.0001,0.01,POLS/USD,1,False,False,False,False,online,,False,False,0.03000000,False
POLS-USDT,POLS,USDT,0.0001,0.01,POLS/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
POLY-USD,POLY,USD,0.0001,1,POLY/USD,1,False,False,False,False,online,,False,False,0.03000000,False
POLY-USDT,POLY,USDT,0.0001,1,POLY/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
POND-USD,POND,USD,0.00001,1,POND/USD,1,False,False,False,False,online,,False,False,0.03000000,False
POND-USDT,POND,USDT,0.00001,1,POND/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
POWR-EUR,POWR,EUR,0.0001,0.1,POWR/EUR,0.84,False,False,True,False,online,,False,False,0.03000000,False
POWR-USD,POWR,USD,0.0001,0.1,POWR/USD,1,False,False,False,False,online,,False,False,0.03000000,False
POWR-USDT,POWR,USDT,0.0001,0.1,POWR/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
PRO-USD,PRO,USD,0.01,0.01,PRO/USD,1,False,False,False,False,online,,False,False,0.03000000,False
PRQ-USD,PRQ,USD,0.0001,0.1,PRQ/USD,1,False,False,False,False,online,,False,False,0.03000000,False
PRQ-USDT,PRQ,USDT,0.0001,0.1,PRQ/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
QNT-USD,QNT,USD,0.01,0.001,QNT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
QNT-USDT,QNT,USDT,0.01,0.0001,QNT/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
QSP-USD,QSP,USD,0.00001,1,QSP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
QSP-USDT,QSP,USDT,0.00001,1,QSP/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
QUICK-USD,QUICK,USD,0.01,0.0001,QUICK/USD,1,False,False,True,False,online,,False,False,0.03000000,False
RAD-BTC,RAD,BTC,0.0000001,0.01,RAD/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
RAD-EUR,RAD,EUR,0.001,0.01,RAD/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
RAD-GBP,RAD,GBP,0.001,0.01,RAD/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
RAD-USD,RAD,USD,0.01,0.01,RAD/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RAD-USDT,RAD,USDT,0.01,0.01,RAD/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
RAI-USD,RAI,USD,0.01,0.01,RAI/USD,1,False,False,True,False,online,,False,False,0.03000000,False
RARI-USD,RARI,USD,0.01,0.001,RARI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RBN-USD,RBN,USD,0.00001,0.01,RBN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
REN-BTC,REN,BTC,0.00000001,1,REN/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
REN-USD,REN,USD,0.0001,0.000001,REN/USD,1,False,False,False,False,online,,False,False,0.03000000,False
REP-BTC,REP,BTC,0.0000001,0.000001,REP/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
REP-USD,REP,USD,0.01,0.000001,REP/USD,1,False,False,False,False,online,,False,False,0.03000000,False
REQ-BTC,REQ,BTC,0.00000001,1,REQ/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
REQ-EUR,REQ,EUR,0.00001,1,REQ/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
REQ-GBP,REQ,GBP,0.0001,1,REQ/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
REQ-USD,REQ,USD,0.0001,1,REQ/USD,1,False,False,False,False,online,,False,False,0.03000000,False
REQ-USDT,REQ,USDT,0.0001,1,REQ/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
RGT-USD,RGT,USD,0.01,0.001,RGT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RLC-BTC,RLC,BTC,0.0000001,0.01,RLC/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
RLC-USD,RLC,USD,0.0001,0.01,RLC/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RLY-EUR,RLY,EUR,0.0001,1,RLY/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
RLY-GBP,RLY,GBP,0.0001,1,RLY/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
RLY-USD,RLY,USD,0.0001,1,RLY/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RLY-USDT,RLY,USDT,0.0001,1,RLY/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
RNDR-EUR,RNDR,EUR,0.0001,0.01,RNDR/EUR,1,False,False,True,False,online,,False,False,0.03000000,False
RNDR-USD,RNDR,USD,0.0001,0.01,RNDR/USD,1,False,False,False,False,online,,False,False,0.03000000,False
RNDR-USDT,RNDR,USDT,0.0001,0.01,RNDR/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
ROSE-USD,ROSE,USD,0.00001,0.1,ROSE/USD,1,False,False,False,False,online,,False,False,0.03000000,False
ROSE-USDT,ROSE,USDT,0.0001,0.1,ROSE/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SAND-USD,SAND,USD,0.001,0.01,SAND/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SAND-USDT,SAND,USDT,0.001,0.01,SAND/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SHIB-EUR,SHIB,EUR,0.00000001,1,SHIB/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SHIB-GBP,SHIB,GBP,0.00000001,1,SHIB/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
SHIB-USD,SHIB,USD,0.00000001,1,SHIB/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SHIB-USDT,SHIB,USDT,0.0000001,1,SHIB/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SHPING-EUR,SHPING,EUR,0.000001,1,SHPING/EUR,1,False,False,False,False,online,,False,False,0.03000000,False
SHPING-USD,SHPING,USD,0.000001,1,SHPING/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SHPING-USDT,SHPING,USDT,0.000001,1,SHPING/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SKL-BTC,SKL,BTC,0.00000001,0.1,SKL/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
SKL-EUR,SKL,EUR,0.0001,0.1,SKL/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SKL-GBP,SKL,GBP,0.0001,0.1,SKL/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
SKL-USD,SKL,USD,0.0001,0.1,SKL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SNT-USD,SNT,USD,0.00001,0.1,SNT/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SNX-BTC,SNX,BTC,0.0000001,0.01,SNX/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
SNX-EUR,SNX,EUR,0.001,0.001,SNX/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SNX-GBP,SNX,GBP,0.001,0.001,SNX/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
SNX-USD,SNX,USD,0.001,0.001,SNX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SOL-BTC,SOL,BTC,0.0000001,0.001,SOL/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
SOL-ETH,SOL,ETH,0.00001,0.0001,SOL/ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False
SOL-EUR,SOL,EUR,0.01,0.001,SOL/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SOL-GBP,SOL,GBP,0.01,0.001,SOL/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
SOL-USD,SOL,USD,0.01,0.001,SOL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SOL-USDT,SOL,USDT,0.01,0.001,SOL/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SPELL-USD,SPELL,USD,0.0000001,1,SPELL/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SPELL-USDT,SPELL,USDT,0.0000001,1,SPELL/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
STORJ-BTC,STORJ,BTC,0.00000001,0.01,STORJ/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
STORJ-USD,STORJ,USD,0.0001,0.01,STORJ/USD,1,False,False,False,False,online,,False,False,0.03000000,False
STX-USD,STX,USD,0.0001,0.01,STX/USD,1,False,False,False,False,online,,False,False,0.03000000,False
STX-USDT,STX,USDT,0.0001,0.01,STX/USDT,1,False,False,True,False,online,,False,False,0.03000000,False
SUKU-EUR,SUKU,EUR,0.0001,0.1,SUKU/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SUKU-USD,SUKU,USD,0.0001,0.1,SUKU/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SUKU-USDT,SUKU,USDT,0.0001,0.1,SUKU/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SUPER-USD,SUPER,USD,0.00001,0.01,SUPER/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SUPER-USDT,SUPER,USDT,0.00001,0.01,SUPER/USDT,1,False,False,False,False,online,,False,False,0.03000000,False
SUSHI-BTC,SUSHI,BTC,0.0000001,0.01,SUSHI/BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False
SUSHI-ETH,SUSHI,ETH,0.000001,0.01,SUSHI/ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False
SUSHI-EUR,SUSHI,EUR,0.001,0.01,SUSHI/EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False
SUSHI-GBP,SUSHI,GBP,0.01,0.01,SUSHI/GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False
SUSHI-USD,SUSHI,USD,0.01,0.01,SUSHI/USD,1,False,False,False,False,online,,False,False,0.03000000,False
SWFTC-USD,SWFTC,USD,0.000001,1,SWFTC/USD,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
SWFTC-USDT,SWFTC,USDT,0.000001,1,SWFTC/USDT,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
SYLO-USD,SYLO,USD,0.000001,1,SYLO/USD,1,False,False,False,True,online,"We’ve started accepting deposits, trading will begin shortly.",False,False,0.03000000,False
